dataDocumento;nome;tipoDespesa;valorDocumento
2024-08-07 00:00:00;Zé Trovão;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;2958.6
2024-08-07 01:22:06;Dal Barreto;COMBUSTÍVEIS E LUBRIFICANTES.;458.41
2024-08-07 06:06:29;Washington Quaquá;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-07 07:44:10;Ivoneide Caetano;COMBUSTÍVEIS E LUBRIFICANTES.;366.4
2024-08-07 07:44:19;Fernando Coelho Filho;COMBUSTÍVEIS E LUBRIFICANTES.;150.0
2024-08-07 07:47:31;Eliza Virgínia;COMBUSTÍVEIS E LUBRIFICANTES.;330.02
2024-08-07 07:49:41;Dani Cunha;COMBUSTÍVEIS E LUBRIFICANTES.;170.0
2024-08-07 07:49:48;Delegado Matheus Laiola;COMBUSTÍVEIS E LUBRIFICANTES.;280.0
2024-08-07 08:04:30;Luiz Fernando Vampiro;COMBUSTÍVEIS E LUBRIFICANTES.;150.0
2024-08-07 08:37:56;Márcio Biolchi;COMBUSTÍVEIS E LUBRIFICANTES.;158.5
2024-08-07 09:04:56;Marco Brasil;COMBUSTÍVEIS E LUBRIFICANTES.;156.89
2024-08-07 09:15:45;Charles Fernandes;COMBUSTÍVEIS E LUBRIFICANTES.;170.07
2024-08-07 09:48:44;Talíria Petrone;COMBUSTÍVEIS E LUBRIFICANTES.;258.24
2024-08-07 09:48:55;André Janones;COMBUSTÍVEIS E LUBRIFICANTES.;131.99
2024-08-07 09:56:35;Felipe Carreras;COMBUSTÍVEIS E LUBRIFICANTES.;295.44
2024-08-07 10:01:40;Camila Jara;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-07 10:13:53;Rafael Brito;COMBUSTÍVEIS E LUBRIFICANTES.;120.0
2024-08-07 10:24:37;Acácio Favacho;COMBUSTÍVEIS E LUBRIFICANTES.;291.55
2024-08-07 10:28:10;Gilson Daniel;COMBUSTÍVEIS E LUBRIFICANTES.;200.0
2024-08-07 10:50:38;Waldenor Pereira;COMBUSTÍVEIS E LUBRIFICANTES.;9012.71
2024-08-07 11:13:45;Carol Dartora;COMBUSTÍVEIS E LUBRIFICANTES.;288.42
2024-08-07 11:25:46;Pauderney Avelino;COMBUSTÍVEIS E LUBRIFICANTES.;229.99
2024-08-07 11:40:37;Henderson Pinto;COMBUSTÍVEIS E LUBRIFICANTES.;300.0
2024-08-07 11:41:33;Igor Timo;COMBUSTÍVEIS E LUBRIFICANTES.;150.0
2024-08-07 11:50:14;Ossesio Silva;COMBUSTÍVEIS E LUBRIFICANTES.;221.09
2024-08-07 11:50:19;Julia Zanatta;COMBUSTÍVEIS E LUBRIFICANTES.;255.03
2024-08-07 12:00:00;Alencar Santana;PASSAGEM AÉREA - SIGEPA;1949.73
2024-08-07 12:00:00;Altineu Côrtes;PASSAGEM AÉREA - SIGEPA;-3842.8
2024-08-07 12:00:00;Antônio Doido;PASSAGEM AÉREA - SIGEPA;5586.2
2024-08-07 12:00:00;Bacelar;PASSAGEM AÉREA - SIGEPA;-1474.41
2024-08-07 12:00:00;Coronel Ulysses;PASSAGEM AÉREA - SIGEPA;-1830.27
2024-08-07 12:00:00;Célio Studart;PASSAGEM AÉREA - SIGEPA;1964.93
2024-08-07 12:00:00;Damião Feliciano;PASSAGEM AÉREA - SIGEPA;1548.51
2024-08-07 12:00:00;Dimas Gadelha;PASSAGEM AÉREA - SIGEPA;3482.1499999999996
2024-08-07 12:00:00;Doutor Luizinho;PASSAGEM AÉREA - SIGEPA;1943.51
2024-08-07 12:00:00;Dra. Alessandra Haber;PASSAGEM AÉREA - SIGEPA;337.23
2024-08-07 12:00:00;Duda Ramos;PASSAGEM AÉREA - SIGEPA;2227.41
2024-08-07 12:00:00;Duda Salabert;PASSAGEM AÉREA - SIGEPA;2939.2
2024-08-07 12:00:00;Fábio Henrique;PASSAGEM AÉREA - SIGEPA;2364.81
2024-08-07 12:00:00;Guilherme Uchoa;PASSAGEM AÉREA - SIGEPA;1285.56
2024-08-07 12:00:00;Helio Lopes;PASSAGEM AÉREA - SIGEPA;3870.1
2024-08-07 12:00:00;Iza Arruda;PASSAGEM AÉREA - SIGEPA;1458.51
2024-08-07 12:00:00;José Priante;PASSAGEM AÉREA - SIGEPA;-1911.27
2024-08-07 12:00:00;Junior Lourenço;PASSAGEM AÉREA - SIGEPA;3792.55
2024-08-07 12:00:00;Keniston Braga;PASSAGEM AÉREA - SIGEPA;1489.93
2024-08-07 12:00:00;Kim Kataguiri;PASSAGEM AÉREA - SIGEPA;187.99
2024-08-07 12:00:00;Leonardo Monteiro;PASSAGEM AÉREA - SIGEPA;2142.39
2024-08-07 12:00:00;Lindbergh Farias;PASSAGEM AÉREA - SIGEPA;1949.81
2024-08-07 12:00:00;Luiz Carlos Motta;PASSAGEM AÉREA - SIGEPA;-1868.33
2024-08-07 12:00:00;Luiz Fernando Faria;PASSAGEM AÉREA - SIGEPA;1148.86
2024-08-07 12:00:00;Luiz Nishimori;PASSAGEM AÉREA - SIGEPA;808.31
2024-08-07 12:00:00;Lázaro Botelho;PASSAGEM AÉREA - SIGEPA;1548.51
2024-08-07 12:00:00;Marcos Aurélio Sampaio;PASSAGEM AÉREA - SIGEPA;3269.98
2024-08-07 12:00:00;Marcos Pollon;PASSAGEM AÉREA - SIGEPA;1990.29
2024-08-07 12:00:00;Marcos Tavares;PASSAGEM AÉREA - SIGEPA;-156.78
2024-08-07 12:00:00;Matheus Noronha;PASSAGEM AÉREA - SIGEPA;1575.09
2024-08-07 12:00:00;Mário Heringer;PASSAGEM AÉREA - SIGEPA;1958.27
2024-08-07 12:00:00;Paulo Freire Costa;PASSAGEM AÉREA - SIGEPA;2535.38
2024-08-07 12:00:00;Raimundo Santos;PASSAGEM AÉREA - SIGEPA;1489.04
2024-08-07 12:00:00;Washington Quaquá;PASSAGEM AÉREA - SIGEPA;1937.64
2024-08-07 12:09:22;Luiz Carlos Busato;COMBUSTÍVEIS E LUBRIFICANTES.;310.58
2024-08-07 12:21:07;Gervásio Maia;COMBUSTÍVEIS E LUBRIFICANTES.;308.41
2024-08-07 12:34:57;Fred Linhares;COMBUSTÍVEIS E LUBRIFICANTES.;414.72
2024-08-07 12:38:09;Glauber Braga;COMBUSTÍVEIS E LUBRIFICANTES.;280.0
2024-08-07 12:52:13;Ismael Alexandrino;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-07 13:01:21;Eunício Oliveira;COMBUSTÍVEIS E LUBRIFICANTES.;180.02
2024-08-07 13:01:45;Cezinha de Madureira;COMBUSTÍVEIS E LUBRIFICANTES.;274.8
2024-08-07 13:06:19;Paulo Freire Costa;COMBUSTÍVEIS E LUBRIFICANTES.;340.23
2024-08-07 13:12:44;Lula da Fonte;COMBUSTÍVEIS E LUBRIFICANTES.;275.4
2024-08-07 13:43:24;Dimas Fabiano;COMBUSTÍVEIS E LUBRIFICANTES.;325.0
2024-08-07 14:29:01;José Rocha;COMBUSTÍVEIS E LUBRIFICANTES.;299.68
2024-08-07 14:34:49;Isnaldo Bulhões Jr.;COMBUSTÍVEIS E LUBRIFICANTES.;300.0
2024-08-07 15:03:42;Sanderson;COMBUSTÍVEIS E LUBRIFICANTES.;156.25
2024-08-07 15:16:22;Márcio Jerry;COMBUSTÍVEIS E LUBRIFICANTES.;340.32
2024-08-07 15:22:08;Caroline de Toni;COMBUSTÍVEIS E LUBRIFICANTES.;275.0
2024-08-07 15:32:41;Lêda Borges;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-07 15:47:54;Joaquim Passarinho;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-07 16:13:11;Paulão;COMBUSTÍVEIS E LUBRIFICANTES.;150.0
2024-08-07 16:16:14;Meire Serafim;COMBUSTÍVEIS E LUBRIFICANTES.;150.0
2024-08-07 16:40:53;Carla Ayres;COMBUSTÍVEIS E LUBRIFICANTES.;439.26
2024-08-07 16:44:34;Luciano Azevedo;COMBUSTÍVEIS E LUBRIFICANTES.;299.78
2024-08-07 17:00:10;Maurício Carvalho;COMBUSTÍVEIS E LUBRIFICANTES.;393.36
2024-08-07 17:25:08;Zé Trovão;COMBUSTÍVEIS E LUBRIFICANTES.;214.46
2024-08-07 17:36:36;Lebrão;COMBUSTÍVEIS E LUBRIFICANTES.;186.96
2024-08-07 17:36:42;Coronel Meira;COMBUSTÍVEIS E LUBRIFICANTES.;227.06
2024-08-07 17:48:35;Silvia Cristina;COMBUSTÍVEIS E LUBRIFICANTES.;253.91
2024-08-07 17:57:45;Lebrão;COMBUSTÍVEIS E LUBRIFICANTES.;193.9
2024-08-07 18:02:26;João Maia;COMBUSTÍVEIS E LUBRIFICANTES.;370.0
2024-08-07 18:20:50;Joseildo Ramos;COMBUSTÍVEIS E LUBRIFICANTES.;273.13
2024-08-07 18:34:19;Cobalchini;COMBUSTÍVEIS E LUBRIFICANTES.;283.77
2024-08-07 18:48:56;Henderson Pinto;COMBUSTÍVEIS E LUBRIFICANTES.;400.06
2024-08-07 19:01:07;Gerlen Diniz;COMBUSTÍVEIS E LUBRIFICANTES.;297.99
2024-08-07 19:07:08;Ricardo Ayres;COMBUSTÍVEIS E LUBRIFICANTES.;229.18
2024-08-07 19:31:13;Alexandre Leite;COMBUSTÍVEIS E LUBRIFICANTES.;225.98
2024-08-07 20:01:29;José Rocha;COMBUSTÍVEIS E LUBRIFICANTES.;300.03
2024-08-07 20:21:48;Wilson Santiago;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-07 21:17:28;Jack Rocha;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-07 22:43:58;Dani Cunha;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-07 22:52:16;Pastor Eurico;COMBUSTÍVEIS E LUBRIFICANTES.;156.21
2024-08-07 23:16:53;Dal Barreto;COMBUSTÍVEIS E LUBRIFICANTES.;149.92
2024-08-08 00:00:00;Adilson Barroso;COMBUSTÍVEIS E LUBRIFICANTES.;200.0
2024-08-08 00:00:00;Adriana Ventura;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;60.9
2024-08-08 00:00:00;Afonso Motta;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;4786.17
2024-08-08 00:00:00;Alencar Santana;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;182.94
2024-08-08 00:00:00;Alexandre Guimarães;COMBUSTÍVEIS E LUBRIFICANTES.;430.0
2024-08-08 00:00:00;Alexandre Lindenmeyer;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;140.41
2024-08-08 00:00:00;Ana Paula Lima;COMBUSTÍVEIS E LUBRIFICANTES.;232.35
2024-08-08 00:00:00;André Janones;COMBUSTÍVEIS E LUBRIFICANTES.;217.54
2024-08-08 00:00:00;Arnaldo Jardim;COMBUSTÍVEIS E LUBRIFICANTES.;84.8
2024-08-08 00:00:00;Arthur Oliveira Maia;COMBUSTÍVEIS E LUBRIFICANTES.;275.35
2024-08-08 00:00:00;Arthur Oliveira Maia;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;2000.0
2024-08-08 00:00:00;Aureo Ribeiro;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;4500.0
2024-08-08 00:00:00;Aureo Ribeiro;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1816.0
2024-08-08 00:00:00;Beto Preto;COMBUSTÍVEIS E LUBRIFICANTES.;360.97
2024-08-08 00:00:00;Bruno Farias;COMBUSTÍVEIS E LUBRIFICANTES.;279.15
2024-08-08 00:00:00;Cabo Gilberto Silva;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;8000.0
2024-08-08 00:00:00;Camila Jara;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;147.95
2024-08-08 00:00:00;Carlos Zarattini;COMBUSTÍVEIS E LUBRIFICANTES.;150.0
2024-08-08 00:00:00;Carlos Zarattini;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;202.84000000000003
2024-08-08 00:00:00;Carmen Zanotto;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;3750.0
2024-08-08 00:00:00;Celso Russomanno;COMBUSTÍVEIS E LUBRIFICANTES.;110.05
2024-08-08 00:00:00;Daniel Agrobom;COMBUSTÍVEIS E LUBRIFICANTES.;209.71
2024-08-08 00:00:00;Daniela Reinehr;COMBUSTÍVEIS E LUBRIFICANTES.;275.37
2024-08-08 00:00:00;Dimas Gadelha;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;767.45
2024-08-08 00:00:00;Dr. Francisco;COMBUSTÍVEIS E LUBRIFICANTES.;1000.0
2024-08-08 00:00:00;Dr. Jaziel;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;2500.0
2024-08-08 00:00:00;Eduardo Bismarck;COMBUSTÍVEIS E LUBRIFICANTES.;266.82
2024-08-08 00:00:00;Eduardo Bolsonaro;COMBUSTÍVEIS E LUBRIFICANTES.;320.05
2024-08-08 00:00:00;Elisangela Araujo;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;500.0
2024-08-08 00:00:00;Elmar Nascimento;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;442.83
2024-08-08 00:00:00;Erika Hilton;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;10.94
2024-08-08 00:00:00;Euclydes Pettersen;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;429.0
2024-08-08 00:00:00;Flávia Morais;TELEFONIA;1252.38
2024-08-08 00:00:00;Franciane Bayer;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;5214.71
2024-08-08 00:00:00;Fábio Teruel;COMBUSTÍVEIS E LUBRIFICANTES.;250.19
2024-08-08 00:00:00;Félix Mendonça Júnior;COMBUSTÍVEIS E LUBRIFICANTES.;300.0
2024-08-08 00:00:00;General Girão;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;550.29
2024-08-08 00:00:00;General Pazuello;COMBUSTÍVEIS E LUBRIFICANTES.;226.71
2024-08-08 00:00:00;Geraldo Resende;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1899.45
2024-08-08 00:00:00;Gilson Marques;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;560.0
2024-08-08 00:00:00;Gilvan da Federal;COMBUSTÍVEIS E LUBRIFICANTES.;120.0
2024-08-08 00:00:00;Gleisi Hoffmann;COMBUSTÍVEIS E LUBRIFICANTES.;322.91
2024-08-08 00:00:00;Idilvan Alencar;COMBUSTÍVEIS E LUBRIFICANTES.;809.74
2024-08-08 00:00:00;Ismael Alexandrino;COMBUSTÍVEIS E LUBRIFICANTES.;115.6
2024-08-08 00:00:00;Ivan Valente;COMBUSTÍVEIS E LUBRIFICANTES.;434.11
2024-08-08 00:00:00;Joaquim Passarinho;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;388.0
2024-08-08 00:00:00;Jorge Goetten;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-08 00:00:00;Josenildo;COMBUSTÍVEIS E LUBRIFICANTES.;220.01
2024-08-08 00:00:00;José Medeiros;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;749.0
2024-08-08 00:00:00;João Carlos Bacelar;TELEFONIA;177.71
2024-08-08 00:00:00;João Leão;COMBUSTÍVEIS E LUBRIFICANTES.;228.48
2024-08-08 00:00:00;Júnior Ferrari;COMBUSTÍVEIS E LUBRIFICANTES.;240.0
2024-08-08 00:00:00;Júnior Mano;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;150.0
2024-08-08 00:00:00;Keniston Braga;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;7048.0
2024-08-08 00:00:00;Kiko Celeguim;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;4000.0
2024-08-08 00:00:00;Lincoln Portela;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;919.31
2024-08-08 00:00:00;Luisa Canziani;COMBUSTÍVEIS E LUBRIFICANTES.;4497.97
2024-08-08 00:00:00;Luiz Carlos Hauly;COMBUSTÍVEIS E LUBRIFICANTES.;70.0
2024-08-08 00:00:00;Luiz Carlos Motta;COMBUSTÍVEIS E LUBRIFICANTES.;253.53
2024-08-08 00:00:00;Luiz Fernando Vampiro;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;1800.0
2024-08-08 00:00:00;Luiz Gastão;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;200.0
2024-08-08 00:00:00;Luiz Philippe de Orleans e Bragança;TELEFONIA;125.88
2024-08-08 00:00:00;Marangoni;COMBUSTÍVEIS E LUBRIFICANTES.;316.06
2024-08-08 00:00:00;Marcelo Crivella;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;118.9
2024-08-08 00:00:00;Maria Rosas;COMBUSTÍVEIS E LUBRIFICANTES.;250.0
2024-08-08 00:00:00;Maria do Rosário;COMBUSTÍVEIS E LUBRIFICANTES.;60.0
2024-08-08 00:00:00;Marx Beltrão;COMBUSTÍVEIS E LUBRIFICANTES.;549.53
2024-08-08 00:00:00;Mauricio do Vôlei;COMBUSTÍVEIS E LUBRIFICANTES.;400.0
2024-08-08 00:00:00;Meire Serafim;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;107.3
2024-08-08 00:00:00;Messias Donato;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;3575.0
2024-08-08 00:00:00;Misael Varella;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;2700.0
2024-08-08 00:00:00;Nelson Barbudo;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;78.0
2024-08-08 00:00:00;Newton Cardoso Jr;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-08 00:00:00;Nicoletti;COMBUSTÍVEIS E LUBRIFICANTES.;140.64
2024-08-08 00:00:00;Nilto Tatto;COMBUSTÍVEIS E LUBRIFICANTES.;226.06
2024-08-08 00:00:00;Orlando Silva;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1614.0
2024-08-08 00:00:00;Otto Alencar Filho;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;1400.0
2024-08-08 00:00:00;Padre João;COMBUSTÍVEIS E LUBRIFICANTES.;150.0
2024-08-08 00:00:00;Pastor Gil;COMBUSTÍVEIS E LUBRIFICANTES.;427.18
2024-08-08 00:00:00;Patrus Ananias;COMBUSTÍVEIS E LUBRIFICANTES.;140.0
2024-08-08 00:00:00;Paulo Magalhães;COMBUSTÍVEIS E LUBRIFICANTES.;300.0
2024-08-08 00:00:00;Pedro Aihara;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;276.31
2024-08-08 00:00:00;Pedro Tourinho;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;89.54
2024-08-08 00:00:00;Pezenti;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;794.08
2024-08-08 00:00:00;Pinheirinho;COMBUSTÍVEIS E LUBRIFICANTES.;260.51
2024-08-08 00:00:00;Professora Luciene Cavalcante;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;3863.3
2024-08-08 00:00:00;Reginaldo Lopes;COMBUSTÍVEIS E LUBRIFICANTES.;150.05
2024-08-08 00:00:00;Reinhold Stephanes;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;1000.0
2024-08-08 00:00:00;Renildo Calheiros;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1122.1599999999999
2024-08-08 00:00:00;Rosana Valle;COMBUSTÍVEIS E LUBRIFICANTES.;50.0
2024-08-08 00:00:00;Sargento Gonçalves;COMBUSTÍVEIS E LUBRIFICANTES.;330.84
2024-08-08 00:00:00;Saulo Pedroso;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;326.68
2024-08-08 00:00:00;Silvia Cristina;COMBUSTÍVEIS E LUBRIFICANTES.;709.0
2024-08-08 00:00:00;Silvye Alves;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;3160.0
2024-08-08 00:00:00;Stefano Aguiar;COMBUSTÍVEIS E LUBRIFICANTES.;351.37
2024-08-08 00:00:00;Tadeu Veneri;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-08 00:00:00;Toninho Wandscheer;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-08 00:00:00;Vermelho;COMBUSTÍVEIS E LUBRIFICANTES.;3588.0
2024-08-08 00:00:00;Vicentinho;COMBUSTÍVEIS E LUBRIFICANTES.;199.8
2024-08-08 00:00:00;Washington Quaquá;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;160.0
2024-08-08 00:00:00;Wilson Santiago;COMBUSTÍVEIS E LUBRIFICANTES.;109.8
2024-08-08 00:00:00;Zé Trovão;COMBUSTÍVEIS E LUBRIFICANTES.;980.7
2024-08-08 00:00:00;Zé Trovão;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;108.88
2024-08-08 00:00:00;Zé Vitor;COMBUSTÍVEIS E LUBRIFICANTES.;166.02
2024-08-08 00:00:00;Átila Lins;TELEFONIA;1866.5
2024-08-08 05:21:41;Wellington Roberto;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-08 06:59:31;Wellington Roberto;COMBUSTÍVEIS E LUBRIFICANTES.;395.67
2024-08-08 07:12:51;Marx Beltrão;COMBUSTÍVEIS E LUBRIFICANTES.;502.0
2024-08-08 07:21:24;Luis Carlos Gomes;COMBUSTÍVEIS E LUBRIFICANTES.;249.93
2024-08-08 07:32:26;Alexandre Leite;COMBUSTÍVEIS E LUBRIFICANTES.;200.0
2024-08-08 07:32:50;Marcon;COMBUSTÍVEIS E LUBRIFICANTES.;305.04
2024-08-08 08:09:09;Bosco Costa;COMBUSTÍVEIS E LUBRIFICANTES.;200.0
2024-08-08 08:29:09;Aguinaldo Ribeiro;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-08 08:56:51;Gabriel Nunes;COMBUSTÍVEIS E LUBRIFICANTES.;200.0
2024-08-08 09:11:55;Raimundo Costa;COMBUSTÍVEIS E LUBRIFICANTES.;327.03
2024-08-08 09:20:39;José Rocha;COMBUSTÍVEIS E LUBRIFICANTES.;269.29
2024-08-08 09:20:42;Clodoaldo Magalhães;COMBUSTÍVEIS E LUBRIFICANTES.;253.82
2024-08-08 09:25:57;Joaquim Passarinho;COMBUSTÍVEIS E LUBRIFICANTES.;175.01
2024-08-08 09:34:15;Antonio Andrade;COMBUSTÍVEIS E LUBRIFICANTES.;412.43
2024-08-08 09:38:23;Carol Dartora;COMBUSTÍVEIS E LUBRIFICANTES.;261.96
2024-08-08 09:41:27;Jack Rocha;COMBUSTÍVEIS E LUBRIFICANTES.;242.11
2024-08-08 09:43:22;Silvye Alves;COMBUSTÍVEIS E LUBRIFICANTES.;300.0
2024-08-08 09:51:03;Osmar Terra;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-08 09:57:10;Pauderney Avelino;COMBUSTÍVEIS E LUBRIFICANTES.;255.07
2024-08-08 09:57:10;Roberto Monteiro Pai;COMBUSTÍVEIS E LUBRIFICANTES.;314.34
2024-08-08 10:00:39;Diego Garcia;COMBUSTÍVEIS E LUBRIFICANTES.;179.99
2024-08-08 10:36:09;Sidney Leite;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-08 10:38:55;Renildo Calheiros;COMBUSTÍVEIS E LUBRIFICANTES.;300.0
2024-08-08 11:12:03;Camila Jara;COMBUSTÍVEIS E LUBRIFICANTES.;150.0
2024-08-08 11:17:20;Delegada Katarina;COMBUSTÍVEIS E LUBRIFICANTES.;123.94
2024-08-08 11:50:11;Fernando Mineiro;COMBUSTÍVEIS E LUBRIFICANTES.;62.95
2024-08-08 11:54:50;Fred Linhares;COMBUSTÍVEIS E LUBRIFICANTES.;231.35
2024-08-08 11:56:31;Ismael Alexandrino;COMBUSTÍVEIS E LUBRIFICANTES.;100.0
2024-08-08 12:00:00;Adolfo Viana;PASSAGEM AÉREA - SIGEPA;-1508.61
2024-08-08 12:00:00;Alex Manente;PASSAGEM AÉREA - SIGEPA;-1122.27
2024-08-08 12:00:00;Alexandre Leite;PASSAGEM AÉREA - SIGEPA;-29.51
2024-08-08 12:00:00;Amaro Neto;PASSAGEM AÉREA - SIGEPA;-418.55
2024-08-08 12:00:00;Antonio Carlos Rodrigues;PASSAGEM AÉREA - SIGEPA;2370.4
2024-08-08 12:00:00;Beto Pereira;PASSAGEM AÉREA - SIGEPA;1544.51
2024-08-08 12:00:00;Célio Studart;PASSAGEM AÉREA - SIGEPA;-1964.93
2024-08-08 12:00:00;Delegado Éder Mauro;PASSAGEM AÉREA - SIGEPA;1492.06
2024-08-08 12:00:00;Dr. Benjamim;PASSAGEM AÉREA - SIGEPA;1594.07
2024-08-08 12:00:00;Dra. Alessandra Haber;PASSAGEM AÉREA - SIGEPA;1826.55
2024-08-08 12:00:00;Helio Lopes;PASSAGEM AÉREA - SIGEPA;3454.91
2024-08-08 12:00:00;Hélio Leite;PASSAGEM AÉREA - SIGEPA;-2383.54
2024-08-08 12:00:00;Kim Kataguiri;PASSAGEM AÉREA - SIGEPA;-29.51
2024-08-08 12:00:00;Luciano Bivar;PASSAGEM AÉREA - SIGEPA;3312.95
2024-08-08 12:00:00;Rafael Brito;PASSAGEM AÉREA - SIGEPA;1519.91
2024-08-08 12:00:00;Robério Monteiro;PASSAGEM AÉREA - SIGEPA;3133.44
2024-08-08 12:00:00;Rodrigo Valadares;PASSAGEM AÉREA - SIGEPA;569.5
2024-08-08 12:00:00;Rogéria Santos;PASSAGEM AÉREA - SIGEPA;1969.91
2024-08-08 12:00:00;Romero Rodrigues;PASSAGEM AÉREA - SIGEPA;-2390.19
2024-08-08 12:00:00;Rubens Pereira Júnior;PASSAGEM AÉREA - SIGEPA;3020.58
2024-08-08 12:00:00;Silas Câmara;PASSAGEM AÉREA - SIGEPA;1965.07
2024-08-08 12:00:00;Soraya Santos;PASSAGEM AÉREA - SIGEPA;-2633.13
2024-08-08 12:00:00;Vinicius Gurgel;PASSAGEM AÉREA - SIGEPA;1479.2
2024-08-08 12:00:00;Weliton Prado;PASSAGEM AÉREA - SIGEPA;2310.02
2024-08-08 12:03:10;Paulo Magalhães;COMBUSTÍVEIS E LUBRIFICANTES.;200.0
2024-08-08 12:34:30;Nitinho;COMBUSTÍVEIS E LUBRIFICANTES.;200.0
2024-08-08 13:01:00;Paulinho Freire;COMBUSTÍVEIS E LUBRIFICANTES.;330.01
2024-08-08 13:11:57;Aguinaldo Ribeiro;COMBUSTÍVEIS E LUBRIFICANTES.;238.41
